년,월,연월코드,날짜,분기,분기명,시도,시군구,등록외국인수
2025,4,202504,2025-04-01,2,Q2,전라북도,임실군,573
2025,5,202505,2025-05-01,2,Q2,전라북도,임실군,607
2025,6,202506,2025-06-01,2,Q2,전라북도,임실군,608
2025,7,202507,2025-07-01,3,Q3,전라북도,임실군,605
2025,8,202508,2025-08-01,3,Q3,전라북도,임실군,593
2025,9,202509,2025-09-01,3,Q3,전라북도,임실군,591
2025,10,202510,2025-10-01,4,Q4,전라북도,임실군,578
2025,11,202511,2025-11-01,4,Q4,전라북도,임실군,468
2025,12,202512,2025-12-01,4,Q4,전라북도,임실군,464
2026,1,202601,2026-01-01,1,Q1,전라북도,임실군,450
2026,2,202602,2026-02-01,1,Q1,전라북도,임실군,449
2022,1,202201,2022-01-01,1,Q1,전라북도,장수군,323
2022,2,202202,2022-02-01,1,Q1,전라북도,장수군,323
2022,3,202203,2022-03-01,1,Q1,전라북도,장수군,315
2022,4,202204,2022-04-01,2,Q2,전라북도,장수군,318
2022,5,202205,2022-05-01,2,Q2,전라북도,장수군,316
2022,6,202206,2022-06-01,2,Q2,전라북도,장수군,319
2022,7,202207,2022-07-01,3,Q3,전라북도,장수군,330
2022,8,202208,2022-08-01,3,Q3,전라북도,장수군,353
2022,9,202209,2022-09-01,3,Q3,전라북도,장수군,370
2022,10,202210,2022-10-01,4,Q4,전라북도,장수군,384
2022,11,202211,2022-11-01,4,Q4,전라북도,장수군,366
2022,12,202212,2022-12-01,4,Q4,전라북도,장수군,373
2023,1,202301,2023-01-01,1,Q1,전라북도,장수군,372
2023,2,202302,2023-02-01,1,Q1,전라북도,장수군,368
2023,3,202303,2023-03-01,1,Q1,전라북도,장수군,366
2023,4,202304,2023-04-01,2,Q2,전라북도,장수군,370
2023,5,202305,2023-05-01,2,Q2,전라북도,장수군,427
2023,6,202306,2023-06-01,2,Q2,전라북도,장수군,501
2023,7,202307,2023-07-01,3,Q3,전라북도,장수군,544
2023,8,202308,2023-08-01,3,Q3,전라북도,장수군,547
2023,9,202309,2023-09-01,3,Q3,전라북도,장수군,543
2023,10,202310,2023-10-01,4,Q4,전라북도,장수군,528
2023,11,202311,2023-11-01,4,Q4,전라북도,장수군,490
2023,12,202312,2023-12-01,4,Q4,전라북도,장수군,432
2024,1,202401,2024-01-01,1,Q1,전라북도,장수군,415
2024,2,202402,2024-02-01,1,Q1,전라북도,장수군,406
2024,3,202403,2024-03-01,1,Q1,전라북도,장수군,421
2024,4,202404,2024-04-01,2,Q2,전라북도,장수군,492
2024,5,202405,2024-05-01,2,Q2,전라북도,장수군,551
2024,6,202406,2024-06-01,2,Q2,전라북도,장수군,617
2024,7,202407,2024-07-01,3,Q3,전라북도,장수군,648
2024,8,202408,2024-08-01,3,Q3,전라북도,장수군,661
2024,9,202409,2024-09-01,3,Q3,전라북도,장수군,648
2024,10,202410,2024-10-01,4,Q4,전라북도,장수군,628
2024,11,202411,2024-11-01,4,Q4,전라북도,장수군,514
2024,12,202412,2024-12-01,4,Q4,전라북도,장수군,446
2025,1,202501,2025-01-01,1,Q1,전라북도,장수군,416
2025,2,202502,2025-02-01,1,Q1,전라북도,장수군,424
2025,3,202503,2025-03-01,1,Q1,전라북도,장수군,434
2025,4,202504,2025-04-01,2,Q2,전라북도,장수군,489
2025,5,202505,2025-05-01,2,Q2,전라북도,장수군,625
2025,6,202506,2025-06-01,2,Q2,전라북도,장수군,724
2025,7,202507,2025-07-01,3,Q3,전라북도,장수군,778
2025,8,202508,2025-08-01,3,Q3,전라북도,장수군,784
2025,9,202509,2025-09-01,3,Q3,전라북도,장수군,790
2025,10,202510,2025-10-01,4,Q4,전라북도,장수군,761
2025,11,202511,2025-11-01,4,Q4,전라북도,장수군,604
2025,12,202512,2025-12-01,4,Q4,전라북도,장수군,514
2026,1,202601,2026-01-01,1,Q1,전라북도,장수군,483
2026,2,202602,2026-02-01,1,Q1,전라북도,장수군,468
2022,1,202201,2022-01-01,1,Q1,전라북도,전주시 덕진구,4564
2022,2,202202,2022-02-01,1,Q1,전라북도,전주시 덕진구,4524
2022,3,202203,2022-03-01,1,Q1,전라북도,전주시 덕진구,4708
2022,4,202204,2022-04-01,2,Q2,전라북도,전주시 덕진구,4732
2022,5,202205,2022-05-01,2,Q2,전라북도,전주시 덕진구,4769
2022,6,202206,2022-06-01,2,Q2,전라북도,전주시 덕진구,4758
2022,7,202207,2022-07-01,3,Q3,전라북도,전주시 덕진구,4824
2022,8,202208,2022-08-01,3,Q3,전라북도,전주시 덕진구,4880
2022,9,202209,2022-09-01,3,Q3,전라북도,전주시 덕진구,5023
2022,10,202210,2022-10-01,4,Q4,전라북도,전주시 덕진구,5145
2022,11,202211,2022-11-01,4,Q4,전라북도,전주시 덕진구,5188
2022,12,202212,2022-12-01,4,Q4,전라북도,전주시 덕진구,5220
2023,1,202301,2023-01-01,1,Q1,전라북도,전주시 덕진구,5173
2023,2,202302,2023-02-01,1,Q1,전라북도,전주시 덕진구,5068
2023,3,202303,2023-03-01,1,Q1,전라북도,전주시 덕진구,5240
2023,4,202304,2023-04-01,2,Q2,전라북도,전주시 덕진구,5245
2023,5,202305,2023-05-01,2,Q2,전라북도,전주시 덕진구,5261
2023,6,202306,2023-06-01,2,Q2,전라북도,전주시 덕진구,5242
2023,7,202307,2023-07-01,3,Q3,전라북도,전주시 덕진구,5266
2023,8,202308,2023-08-01,3,Q3,전라북도,전주시 덕진구,5319
2023,9,202309,2023-09-01,3,Q3,전라북도,전주시 덕진구,5490
2023,10,202310,2023-10-01,4,Q4,전라북도,전주시 덕진구,5496
2023,11,202311,2023-11-01,4,Q4,전라북도,전주시 덕진구,5475
2023,12,202312,2023-12-01,4,Q4,전라북도,전주시 덕진구,5523
2024,1,202401,2024-01-01,1,Q1,전라북도,전주시 덕진구,5557
2024,2,202402,2024-02-01,1,Q1,전라북도,전주시 덕진구,5477
2024,3,202403,2024-03-01,1,Q1,전라북도,전주시 덕진구,5742
2024,4,202404,2024-04-01,2,Q2,전라북도,전주시 덕진구,5700
2024,5,202405,2024-05-01,2,Q2,전라북도,전주시 덕진구,5725
2024,6,202406,2024-06-01,2,Q2,전라북도,전주시 덕진구,5698
2024,7,202407,2024-07-01,3,Q3,전라북도,전주시 덕진구,5688
2024,8,202408,2024-08-01,3,Q3,전라북도,전주시 덕진구,5572
2024,9,202409,2024-09-01,3,Q3,전라북도,전주시 덕진구,5920
2024,10,202410,2024-10-01,4,Q4,전라북도,전주시 덕진구,5913
2024,11,202411,2024-11-01,4,Q4,전라북도,전주시 덕진구,5950
2024,12,202412,2024-12-01,4,Q4,전라북도,전주시 덕진구,5946
2025,1,202501,2025-01-01,1,Q1,전라북도,전주시 덕진구,5868
2025,2,202502,2025-02-01,1,Q1,전라북도,전주시 덕진구,5705
2025,3,202503,2025-03-01,1,Q1,전라북도,전주시 덕진구,5733
2025,4,202504,2025-04-01,2,Q2,전라북도,전주시 덕진구,5980
2025,5,202505,2025-05-01,2,Q2,전라북도,전주시 덕진구,5947
2025,6,202506,2025-06-01,2,Q2,전라북도,전주시 덕진구,5915
2025,7,202507,2025-07-01,3,Q3,전라북도,전주시 덕진구,5871
2025,8,202508,2025-08-01,3,Q3,전라북도,전주시 덕진구,5710
2025,9,202509,2025-09-01,3,Q3,전라북도,전주시 덕진구,6166
2025,10,202510,2025-10-01,4,Q4,전라북도,전주시 덕진구,6110
2025,11,202511,2025-11-01,4,Q4,전라북도,전주시 덕진구,6170
2025,12,202512,2025-12-01,4,Q4,전라북도,전주시 덕진구,6231
2026,1,202601,2026-01-01,1,Q1,전라북도,전주시 덕진구,6172
2026,2,202602,2026-02-01,1,Q1,전라북도,전주시 덕진구,6024
2022,1,202201,2022-01-01,1,Q1,전라북도,전주시 완산구,4313
2022,2,202202,2022-02-01,1,Q1,전라북도,전주시 완산구,4259
2022,3,202203,2022-03-01,1,Q1,전라북도,전주시 완산구,4197
2022,4,202204,2022-04-01,2,Q2,전라북도,전주시 완산구,4449
2022,5,202205,2022-05-01,2,Q2,전라북도,전주시 완산구,4450
2022,6,202206,2022-06-01,2,Q2,전라북도,전주시 완산구,4435
2022,7,202207,2022-07-01,3,Q3,전라북도,전주시 완산구,4488
2022,8,202208,2022-08-01,3,Q3,전라북도,전주시 완산구,4431
2022,9,202209,2022-09-01,3,Q3,전라북도,전주시 완산구,4394
2022,10,202210,2022-10-01,4,Q4,전라북도,전주시 완산구,4341
2022,11,202211,2022-11-01,4,Q4,전라북도,전주시 완산구,4501
2022,12,202212,2022-12-01,4,Q4,전라북도,전주시 완산구,4544
2023,1,202301,2023-01-01,1,Q1,전라북도,전주시 완산구,4499
2023,2,202302,2023-02-01,1,Q1,전라북도,전주시 완산구,4460
2023,3,202303,2023-03-01,1,Q1,전라북도,전주시 완산구,4453
2023,4,202304,2023-04-01,2,Q2,전라북도,전주시 완산구,4481
2023,5,202305,2023-05-01,2,Q2,전라북도,전주시 완산구,4548
2023,6,202306,2023-06-01,2,Q2,전라북도,전주시 완산구,4670
2023,7,202307,2023-07-01,3,Q3,전라북도,전주시 완산구,4732
2023,8,202308,2023-08-01,3,Q3,전라북도,전주시 완산구,4664
2023,9,202309,2023-09-01,3,Q3,전라북도,전주시 완산구,4632
2023,10,202310,2023-10-01,4,Q4,전라북도,전주시 완산구,4535
2023,11,202311,2023-11-01,4,Q4,전라북도,전주시 완산구,4535
2023,12,202312,2023-12-01,4,Q4,전라북도,전주시 완산구,4557
2024,1,202401,2024-01-01,1,Q1,전라북도,전주시 완산구,4531
2024,2,202402,2024-02-01,1,Q1,전라북도,전주시 완산구,4415
2024,3,202403,2024-03-01,1,Q1,전라북도,전주시 완산구,4573
2024,4,202404,2024-04-01,2,Q2,전라북도,전주시 완산구,4572
2024,5,202405,2024-05-01,2,Q2,전라북도,전주시 완산구,4652
2024,6,202406,2024-06-01,2,Q2,전라북도,전주시 완산구,4651
2024,7,202407,2024-07-01,3,Q3,전라북도,전주시 완산구,4645
2024,8,202408,2024-08-01,3,Q3,전라북도,전주시 완산구,4568
2024,9,202409,2024-09-01,3,Q3,전라북도,전주시 완산구,4532
2024,10,202410,2024-10-01,4,Q4,전라북도,전주시 완산구,4552
2024,11,202411,2024-11-01,4,Q4,전라북도,전주시 완산구,4596
2024,12,202412,2024-12-01,4,Q4,전라북도,전주시 완산구,4575
2025,1,202501,2025-01-01,1,Q1,전라북도,전주시 완산구,4537
2025,2,202502,2025-02-01,1,Q1,전라북도,전주시 완산구,4443
2025,3,202503,2025-03-01,1,Q1,전라북도,전주시 완산구,4569
2025,4,202504,2025-04-01,2,Q2,전라북도,전주시 완산구,4506
2025,5,202505,2025-05-01,2,Q2,전라북도,전주시 완산구,4579
2025,6,202506,2025-06-01,2,Q2,전라북도,전주시 완산구,4602
2025,7,202507,2025-07-01,3,Q3,전라북도,전주시 완산구,4596
2025,8,202508,2025-08-01,3,Q3,전라북도,전주시 완산구,4579
2025,9,202509,2025-09-01,3,Q3,전라북도,전주시 완산구,4842
2025,10,202510,2025-10-01,4,Q4,전라북도,전주시 완산구,4934
2025,11,202511,2025-11-01,4,Q4,전라북도,전주시 완산구,4942
2025,12,202512,2025-12-01,4,Q4,전라북도,전주시 완산구,5002
2026,1,202601,2026-01-01,1,Q1,전라북도,전주시 완산구,5058
2026,2,202602,2026-02-01,1,Q1,전라북도,전주시 완산구,4981
2022,1,202201,2022-01-01,1,Q1,전라북도,정읍시,2446
2022,2,202202,2022-02-01,1,Q1,전라북도,정읍시,2416
2022,3,202203,2022-03-01,1,Q1,전라북도,정읍시,2394
2022,4,202204,2022-04-01,2,Q2,전라북도,정읍시,2416
2022,5,202205,2022-05-01,2,Q2,전라북도,정읍시,2437
2022,6,202206,2022-06-01,2,Q2,전라북도,정읍시,2450
2022,7,202207,2022-07-01,3,Q3,전라북도,정읍시,2487
2022,8,202208,2022-08-01,3,Q3,전라북도,정읍시,2513
2022,9,202209,2022-09-01,3,Q3,전라북도,정읍시,2535
2022,10,202210,2022-10-01,4,Q4,전라북도,정읍시,2632
2022,11,202211,2022-11-01,4,Q4,전라북도,정읍시,2677
2022,12,202212,2022-12-01,4,Q4,전라북도,정읍시,2700
2023,1,202301,2023-01-01,1,Q1,전라북도,정읍시,2690
2023,2,202302,2023-02-01,1,Q1,전라북도,정읍시,2674
2023,3,202303,2023-03-01,1,Q1,전라북도,정읍시,2670
2023,4,202304,2023-04-01,2,Q2,전라북도,정읍시,2775
2023,5,202305,2023-05-01,2,Q2,전라북도,정읍시,2826
2023,6,202306,2023-06-01,2,Q2,전라북도,정읍시,2888
2023,7,202307,2023-07-01,3,Q3,전라북도,정읍시,2981
2023,8,202308,2023-08-01,3,Q3,전라북도,정읍시,3054
2023,9,202309,2023-09-01,3,Q3,전라북도,정읍시,3104
2023,10,202310,2023-10-01,4,Q4,전라북도,정읍시,3145
2023,11,202311,2023-11-01,4,Q4,전라북도,정읍시,3109
2023,12,202312,2023-12-01,4,Q4,전라북도,정읍시,3066
2024,1,202401,2024-01-01,1,Q1,전라북도,정읍시,3091
2024,2,202402,2024-02-01,1,Q1,전라북도,정읍시,3070
2024,3,202403,2024-03-01,1,Q1,전라북도,정읍시,3064
2024,4,202404,2024-04-01,2,Q2,전라북도,정읍시,3179
2024,5,202405,2024-05-01,2,Q2,전라북도,정읍시,3314
2024,6,202406,2024-06-01,2,Q2,전라북도,정읍시,3400
2024,7,202407,2024-07-01,3,Q3,전라북도,정읍시,3487
2024,8,202408,2024-08-01,3,Q3,전라북도,정읍시,3525
2024,9,202409,2024-09-01,3,Q3,전라북도,정읍시,3554
2024,10,202410,2024-10-01,4,Q4,전라북도,정읍시,3570
2024,11,202411,2024-11-01,4,Q4,전라북도,정읍시,3442
2024,12,202412,2024-12-01,4,Q4,전라북도,정읍시,3295
2025,1,202501,2025-01-01,1,Q1,전라북도,정읍시,3285
2025,2,202502,2025-02-01,1,Q1,전라북도,정읍시,3299
2025,3,202503,2025-03-01,1,Q1,전라북도,정읍시,3336
2025,4,202504,2025-04-01,2,Q2,전라북도,정읍시,3493
2025,5,202505,2025-05-01,2,Q2,전라북도,정읍시,3621
2025,6,202506,2025-06-01,2,Q2,전라북도,정읍시,3831
2025,7,202507,2025-07-01,3,Q3,전라북도,정읍시,3924
2025,8,202508,2025-08-01,3,Q3,전라북도,정읍시,4011
2025,9,202509,2025-09-01,3,Q3,전라북도,정읍시,4076
2025,10,202510,2025-10-01,4,Q4,전라북도,정읍시,4064
2025,11,202511,2025-11-01,4,Q4,전라북도,정읍시,3947
2025,12,202512,2025-12-01,4,Q4,전라북도,정읍시,3783
2026,1,202601,2026-01-01,1,Q1,전라북도,정읍시,3748
2026,2,202602,2026-02-01,1,Q1,전라북도,정읍시,3790
2022,1,202201,2022-01-01,1,Q1,전라북도,진안군,318
2022,2,202202,2022-02-01,1,Q1,전라북도,진안군,315
2022,3,202203,2022-03-01,1,Q1,전라북도,진안군,315
2022,4,202204,2022-04-01,2,Q2,전라북도,진안군,313
2022,5,202205,2022-05-01,2,Q2,전라북도,진안군,416
2022,6,202206,2022-06-01,2,Q2,전라북도,진안군,421
2022,7,202207,2022-07-01,3,Q3,전라북도,진안군,440
2022,8,202208,2022-08-01,3,Q3,전라북도,진안군,443
2022,9,202209,2022-09-01,3,Q3,전라북도,진안군,428
2022,10,202210,2022-10-01,4,Q4,전라북도,진안군,394
2022,11,202211,2022-11-01,4,Q4,전라북도,진안군,393
2022,12,202212,2022-12-01,4,Q4,전라북도,진안군,408
2023,1,202301,2023-01-01,1,Q1,전라북도,진안군,393
2023,2,202302,2023-02-01,1,Q1,전라북도,진안군,390
2023,3,202303,2023-03-01,1,Q1,전라북도,진안군,376
2023,4,202304,2023-04-01,2,Q2,전라북도,진안군,427
2023,5,202305,2023-05-01,2,Q2,전라북도,진안군,600
2023,6,202306,2023-06-01,2,Q2,전라북도,진안군,682
2023,7,202307,2023-07-01,3,Q3,전라북도,진안군,685
2023,8,202308,2023-08-01,3,Q3,전라북도,진안군,687
2023,9,202309,2023-09-01,3,Q3,전라북도,진안군,648
2023,10,202310,2023-10-01,4,Q4,전라북도,진안군,587
2023,11,202311,2023-11-01,4,Q4,전라북도,진안군,539
2023,12,202312,2023-12-01,4,Q4,전라북도,진안군,471
2024,1,202401,2024-01-01,1,Q1,전라북도,진안군,445
2024,2,202402,2024-02-01,1,Q1,전라북도,진안군,425
2024,3,202403,2024-03-01,1,Q1,전라북도,진안군,436
2024,4,202404,2024-04-01,2,Q2,전라북도,진안군,461
2024,5,202405,2024-05-01,2,Q2,전라북도,진안군,664
2024,6,202406,2024-06-01,2,Q2,전라북도,진안군,832
2024,7,202407,2024-07-01,3,Q3,전라북도,진안군,900
2024,8,202408,2024-08-01,3,Q3,전라북도,진안군,883
2024,9,202409,2024-09-01,3,Q3,전라북도,진안군,811
2024,10,202410,2024-10-01,4,Q4,전라북도,진안군,758
2024,11,202411,2024-11-01,4,Q4,전라북도,진안군,655
2024,12,202412,2024-12-01,4,Q4,전라북도,진안군,490
2025,1,202501,2025-01-01,1,Q1,전라북도,진안군,456
2025,2,202502,2025-02-01,1,Q1,전라북도,진안군,476
2025,3,202503,2025-03-01,1,Q1,전라북도,진안군,496
2025,4,202504,2025-04-01,2,Q2,전라북도,진안군,526
2025,5,202505,2025-05-01,2,Q2,전라북도,진안군,636
2025,6,202506,2025-06-01,2,Q2,전라북도,진안군,902
2025,7,202507,2025-07-01,3,Q3,전라북도,진안군,1138
2025,8,202508,2025-08-01,3,Q3,전라북도,진안군,1151
2025,9,202509,2025-09-01,3,Q3,전라북도,진안군,1091
2025,10,202510,2025-10-01,4,Q4,전라북도,진안군,998
2025,11,202511,2025-11-01,4,Q4,전라북도,진안군,780
2025,12,202512,2025-12-01,4,Q4,전라북도,진안군,620
2026,1,202601,2026-01-01,1,Q1,전라북도,진안군,511
2026,2,202602,2026-02-01,1,Q1,전라북도,진안군,507
2022,1,202201,2022-01-01,1,Q1,제주특별자치도,서귀포시,6917
2022,2,202202,2022-02-01,1,Q1,제주특별자치도,서귀포시,6971
2022,3,202203,2022-03-01,1,Q1,제주특별자치도,서귀포시,6986
2022,4,202204,2022-04-01,2,Q2,제주특별자치도,서귀포시,7006
2022,5,202205,2022-05-01,2,Q2,제주특별자치도,서귀포시,7016
2022,6,202206,2022-06-01,2,Q2,제주특별자치도,서귀포시,6955
2022,7,202207,2022-07-01,3,Q3,제주특별자치도,서귀포시,6973
2022,8,202208,2022-08-01,3,Q3,제주특별자치도,서귀포시,7181
2022,9,202209,2022-09-01,3,Q3,제주특별자치도,서귀포시,7226
2022,10,202210,2022-10-01,4,Q4,제주특별자치도,서귀포시,7277
2022,11,202211,2022-11-01,4,Q4,제주특별자치도,서귀포시,7360
2022,12,202212,2022-12-01,4,Q4,제주특별자치도,서귀포시,7387
2023,1,202301,2023-01-01,1,Q1,제주특별자치도,서귀포시,7454
2023,2,202302,2023-02-01,1,Q1,제주특별자치도,서귀포시,7445
2023,3,202303,2023-03-01,1,Q1,제주특별자치도,서귀포시,7444
2023,4,202304,2023-04-01,2,Q2,제주특별자치도,서귀포시,7514
2023,5,202305,2023-05-01,2,Q2,제주특별자치도,서귀포시,7619
2023,6,202306,2023-06-01,2,Q2,제주특별자치도,서귀포시,7731
2023,7,202307,2023-07-01,3,Q3,제주특별자치도,서귀포시,8032
2023,8,202308,2023-08-01,3,Q3,제주특별자치도,서귀포시,8329
2023,9,202309,2023-09-01,3,Q3,제주특별자치도,서귀포시,8515
2023,10,202310,2023-10-01,4,Q4,제주특별자치도,서귀포시,8677
2023,11,202311,2023-11-01,4,Q4,제주특별자치도,서귀포시,8919
2023,12,202312,2023-12-01,4,Q4,제주특별자치도,서귀포시,9014
2024,1,202401,2024-01-01,1,Q1,제주특별자치도,서귀포시,9110
2024,2,202402,2024-02-01,1,Q1,제주특별자치도,서귀포시,9224
2024,3,202403,2024-03-01,1,Q1,제주특별자치도,서귀포시,9237
2024,4,202404,2024-04-01,2,Q2,제주특별자치도,서귀포시,9249
2024,5,202405,2024-05-01,2,Q2,제주특별자치도,서귀포시,9255
2024,6,202406,2024-06-01,2,Q2,제주특별자치도,서귀포시,9319
2024,7,202407,2024-07-01,3,Q3,제주특별자치도,서귀포시,9480
2024,8,202408,2024-08-01,3,Q3,제주특별자치도,서귀포시,9671
2024,9,202409,2024-09-01,3,Q3,제주특별자치도,서귀포시,9701
2024,10,202410,2024-10-01,4,Q4,제주특별자치도,서귀포시,9764
2024,11,202411,2024-11-01,4,Q4,제주특별자치도,서귀포시,9901
2024,12,202412,2024-12-01,4,Q4,제주특별자치도,서귀포시,10014
2025,1,202501,2025-01-01,1,Q1,제주특별자치도,서귀포시,9938
2025,2,202502,2025-02-01,1,Q1,제주특별자치도,서귀포시,9985
2025,3,202503,2025-03-01,1,Q1,제주특별자치도,서귀포시,9917
2025,4,202504,2025-04-01,2,Q2,제주특별자치도,서귀포시,9959
2025,5,202505,2025-05-01,2,Q2,제주특별자치도,서귀포시,17826
2025,6,202506,2025-06-01,2,Q2,제주특별자치도,서귀포시,17941
2025,7,202507,2025-07-01,3,Q3,제주특별자치도,서귀포시,9709
2025,8,202508,2025-08-01,3,Q3,제주특별자치도,서귀포시,17933
2025,9,202509,2025-09-01,3,Q3,제주특별자치도,서귀포시,9744
2025,10,202510,2025-10-01,4,Q4,제주특별자치도,서귀포시,9796
2025,11,202511,2025-11-01,4,Q4,제주특별자치도,서귀포시,10061
2025,12,202512,2025-12-01,4,Q4,제주특별자치도,서귀포시,10083
2026,1,202601,2026-01-01,1,Q1,제주특별자치도,서귀포시,10181
2026,2,202602,2026-02-01,1,Q1,제주특별자치도,서귀포시,10167
2022,1,202201,2022-01-01,1,Q1,제주특별자치도,제주시,13661
2022,2,202202,2022-02-01,1,Q1,제주특별자치도,제주시,13604
2022,3,202203,2022-03-01,1,Q1,제주특별자치도,제주시,13637
2022,4,202204,2022-04-01,2,Q2,제주특별자치도,제주시,13637
2022,5,202205,2022-05-01,2,Q2,제주특별자치도,제주시,13653
2022,6,202206,2022-06-01,2,Q2,제주특별자치도,제주시,13731
2022,7,202207,2022-07-01,3,Q3,제주특별자치도,제주시,13839
2022,8,202208,2022-08-01,3,Q3,제주특별자치도,제주시,13886
2022,9,202209,2022-09-01,3,Q3,제주특별자치도,제주시,14181
2022,10,202210,2022-10-01,4,Q4,제주특별자치도,제주시,14253
2022,11,202211,2022-11-01,4,Q4,제주특별자치도,제주시,14258
2022,12,202212,2022-12-01,4,Q4,제주특별자치도,제주시,14205
2023,1,202301,2023-01-01,1,Q1,제주특별자치도,제주시,14229
2023,2,202302,2023-02-01,1,Q1,제주특별자치도,제주시,14147
2023,3,202303,2023-03-01,1,Q1,제주특별자치도,제주시,14277
2023,4,202304,2023-04-01,2,Q2,제주특별자치도,제주시,14287
2023,5,202305,2023-05-01,2,Q2,제주특별자치도,제주시,14363
2023,6,202306,2023-06-01,2,Q2,제주특별자치도,제주시,14757
2023,7,202307,2023-07-01,3,Q3,제주특별자치도,제주시,15000
2023,8,202308,2023-08-01,3,Q3,제주특별자치도,제주시,15262
2023,9,202309,2023-09-01,3,Q3,제주특별자치도,제주시,15658
2023,10,202310,2023-10-01,4,Q4,제주특별자치도,제주시,15908
2023,11,202311,2023-11-01,4,Q4,제주특별자치도,제주시,16283
2023,12,202312,2023-12-01,4,Q4,제주특별자치도,제주시,16442
2024,1,202401,2024-01-01,1,Q1,제주특별자치도,제주시,16550
2024,2,202402,2024-02-01,1,Q1,제주특별자치도,제주시,16698
2024,3,202403,2024-03-01,1,Q1,제주특별자치도,제주시,16911
2024,4,202404,2024-04-01,2,Q2,제주특별자치도,제주시,16950
2024,5,202405,2024-05-01,2,Q2,제주특별자치도,제주시,17021
2024,6,202406,2024-06-01,2,Q2,제주특별자치도,제주시,17078
2024,7,202407,2024-07-01,3,Q3,제주특별자치도,제주시,17255
2024,8,202408,2024-08-01,3,Q3,제주특별자치도,제주시,17378
2024,9,202409,2024-09-01,3,Q3,제주특별자치도,제주시,17543
2024,10,202410,2024-10-01,4,Q4,제주특별자치도,제주시,17655
2024,11,202411,2024-11-01,4,Q4,제주특별자치도,제주시,17833
2024,12,202412,2024-12-01,4,Q4,제주특별자치도,제주시,17976
2025,1,202501,2025-01-01,1,Q1,제주특별자치도,제주시,17988
2025,2,202502,2025-02-01,1,Q1,제주특별자치도,제주시,17879
2025,3,202503,2025-03-01,1,Q1,제주특별자치도,제주시,17965
2025,4,202504,2025-04-01,2,Q2,제주특별자치도,제주시,17928
2025,5,202505,2025-05-01,2,Q2,제주특별자치도,제주시,9867
2025,6,202506,2025-06-01,2,Q2,제주특별자치도,제주시,9704
2025,7,202507,2025-07-01,3,Q3,제주특별자치도,제주시,17953
2025,8,202508,2025-08-01,3,Q3,제주특별자치도,제주시,9740
2025,9,202509,2025-09-01,3,Q3,제주특별자치도,제주시,18089
2025,10,202510,2025-10-01,4,Q4,제주특별자치도,제주시,18250
2025,11,202511,2025-11-01,4,Q4,제주특별자치도,제주시,18314
2025,12,202512,2025-12-01,4,Q4,제주특별자치도,제주시,18425
2026,1,202601,2026-01-01,1,Q1,제주특별자치도,제주시,18429
2026,2,202602,2026-02-01,1,Q1,제주특별자치도,제주시,18378
2022,1,202201,2022-01-01,1,Q1,충청남도,계룡시,191
2022,2,202202,2022-02-01,1,Q1,충청남도,계룡시,190
2022,3,202203,2022-03-01,1,Q1,충청남도,계룡시,185
2022,4,202204,2022-04-01,2,Q2,충청남도,계룡시,189
2022,5,202205,2022-05-01,2,Q2,충청남도,계룡시,181
2022,6,202206,2022-06-01,2,Q2,충청남도,계룡시,185
2022,7,202207,2022-07-01,3,Q3,충청남도,계룡시,180
2022,8,202208,2022-08-01,3,Q3,충청남도,계룡시,179
2022,9,202209,2022-09-01,3,Q3,충청남도,계룡시,177
2022,10,202210,2022-10-01,4,Q4,충청남도,계룡시,180
2022,11,202211,2022-11-01,4,Q4,충청남도,계룡시,192
2022,12,202212,2022-12-01,4,Q4,충청남도,계룡시,193
2023,1,202301,2023-01-01,1,Q1,충청남도,계룡시,196
2023,2,202302,2023-02-01,1,Q1,충청남도,계룡시,197
2023,3,202303,2023-03-01,1,Q1,충청남도,계룡시,198
2023,4,202304,2023-04-01,2,Q2,충청남도,계룡시,201
2023,5,202305,2023-05-01,2,Q2,충청남도,계룡시,202
2023,6,202306,2023-06-01,2,Q2,충청남도,계룡시,210
2023,7,202307,2023-07-01,3,Q3,충청남도,계룡시,217
2023,8,202308,2023-08-01,3,Q3,충청남도,계룡시,217
2023,9,202309,2023-09-01,3,Q3,충청남도,계룡시,220
2023,10,202310,2023-10-01,4,Q4,충청남도,계룡시,222
2023,11,202311,2023-11-01,4,Q4,충청남도,계룡시,227
2023,12,202312,2023-12-01,4,Q4,충청남도,계룡시,228
2024,1,202401,2024-01-01,1,Q1,충청남도,계룡시,243
2024,2,202402,2024-02-01,1,Q1,충청남도,계룡시,254
2024,3,202403,2024-03-01,1,Q1,충청남도,계룡시,260
2024,4,202404,2024-04-01,2,Q2,충청남도,계룡시,261
2024,5,202405,2024-05-01,2,Q2,충청남도,계룡시,264
2024,6,202406,2024-06-01,2,Q2,충청남도,계룡시,264
2024,7,202407,2024-07-01,3,Q3,충청남도,계룡시,271
2024,8,202408,2024-08-01,3,Q3,충청남도,계룡시,284
2024,9,202409,2024-09-01,3,Q3,충청남도,계룡시,286
2024,10,202410,2024-10-01,4,Q4,충청남도,계룡시,287
2024,11,202411,2024-11-01,4,Q4,충청남도,계룡시,292
2024,12,202412,2024-12-01,4,Q4,충청남도,계룡시,294
2025,1,202501,2025-01-01,1,Q1,충청남도,계룡시,289
2025,2,202502,2025-02-01,1,Q1,충청남도,계룡시,289
